Humidity3pm,Humidity9am,Location,MaxTemp,MinTemp,Month,Pressure3pm,Pressure9am,Rainfall,Temp3pm,Temp9am,WindDir3pm,WindDir9am,WindGustDir,WindGustSpeed,WindSpeed3pm,WindSpeed9am,RainToday,RainTomorrow,TempRange,HumidityDiff,PressureDiff,Season,SeasonName
22.0,48.0,2.0,30.4,13.4,12,1008.7,1011.8,0.0,28.8,20.4,2.0,10.0,3.0,30.0,6.0,17.0,0.0,1,17.0,-26.0,-3.099999999999909,1,Summer
91.0,89.0,2.0,21.7,15.9,12,1004.2,1010.5,2.2,17.0,15.9,1.0,4.0,5.0,31.0,13.0,15.0,1.0,1,5.799999999999999,2.0,-6.2999999999999545,1,Summer
93.0,76.0,2.0,18.6,15.9,12,993.0,994.3,15.599999999999998,15.8,17.4,6.0,6.0,13.0,61.0,28.0,28.0,1.0,1,2.700000000000001,17.0,-1.2999999999999545,1,Summer
43.0,65.0,2.0,21.0,12.6,12,1001.8,1001.2,3.6,19.8,15.8,11.0,13.0,12.0,44.0,20.0,24.0,1.0,0,8.4,-22.0,0.599999999999909,1,Summer
28.0,50.0,2.0,27.7,9.8,12,1010.3,1013.4,0.2799999999999998,26.2,17.3,14.0,16.0,14.0,50.0,22.0,11.600000000000001,0.0,0,17.9,-22.0,-3.1000000000000227,1,Summer
82.0,69.0,2.0,20.9,14.1,12,1010.4,1012.2,0.0,18.1,17.2,0.0,11.0,1.0,22.0,9.0,11.0,0.0,1,6.799999999999999,13.0,-1.8000000000000682,1,Summer
65.0,80.0,2.0,22.9,13.5,12,1002.2,1005.8,16.8,21.5,18.0,14.0,3.0,13.0,63.0,20.0,6.0,1.0,1,9.399999999999999,-15.0,-3.599999999999909,1,Summer
32.0,47.0,2.0,22.5,11.2,12,1009.7,1009.4,10.599999999999998,21.0,15.5,12.0,15.0,10.0,43.0,17.0,24.0,1.0,0,11.3,-15.0,0.3000000000000682,1,Summer
26.0,45.0,2.0,25.6,9.8,12,1017.1,1019.2,0.0,23.2,15.8,6.0,9.0,10.0,26.0,6.0,17.0,0.0,0,15.8,-19.0,-2.1000000000000227,1,Summer
28.0,56.0,2.0,29.3,11.5,12,1014.8,1019.3,0.0,27.3,19.1,9.0,9.0,8.0,24.0,9.0,9.0,0.0,0,17.8,-28.0,-4.5,1,Summer
28.0,38.0,2.0,33.0,17.1,12,1008.1,1013.6,0.0,31.6,24.5,3.0,4.0,4.0,43.0,22.0,17.0,0.0,0,15.899999999999999,-10.0,-5.5,1,Summer
24.0,54.0,2.0,31.8,20.5,12,1005.7,1007.8,0.0,30.8,23.8,13.0,13.0,14.0,41.0,20.0,19.0,0.0,0,11.3,-30.0,-2.099999999999909,1,Summer
23.0,55.0,2.0,30.9,15.3,12,1008.2,1011.0,0.0,29.0,20.9,7.0,2.0,3.0,33.0,13.0,6.0,0.0,0,15.599999999999998,-32.0,-2.7999999999999545,1,Summer
17.0,49.0,2.0,32.4,12.6,12,1010.1,1012.9,0.0,31.2,21.5,13.0,0.0,13.0,43.0,19.0,3.9999999999999982,0.0,0,19.799999999999997,-32.0,-2.7999999999999545,1,Summer
19.0,45.0,2.0,33.9,16.2,12,1007.6,1010.9,0.0,33.0,23.2,15.0,9.0,15.0,35.0,13.0,9.0,0.0,0,17.7,-26.0,-3.2999999999999545,1,Summer
28.0,41.0,2.0,33.0,16.9,12,1003.6,1006.8,0.0,31.2,26.6,13.0,16.0,15.0,57.0,26.0,0.0,0.0,0,16.1,-13.0,-3.199999999999932,1,Summer
15.0,56.0,2.0,32.7,20.1,12,1001.7,1005.2,0.0,32.1,24.6,14.0,3.0,14.0,48.0,30.0,13.0,0.0,0,12.600000000000001,-41.0,-3.5,1,Summer
22.0,49.0,2.0,27.2,19.7,12,1004.2,1004.8,0.0,26.1,21.6,15.0,7.0,14.0,46.0,30.0,19.0,0.0,1,7.5,-27.0,-0.599999999999909,1,Summer
70.0,78.0,2.0,24.2,12.5,12,1003.4,1005.6,1.2,18.2,12.5,12.0,15.0,14.0,50.0,22.0,11.0,1.0,0,11.7,-8.0,-2.2000000000000455,1,Summer
28.0,48.0,2.0,24.4,12.0,12,1005.1,1006.1,0.8,22.7,16.9,14.0,14.0,13.0,39.0,17.0,17.0,0.0,0,12.399999999999999,-20.0,-1.0,1,Summer
26.0,46.0,2.0,26.5,11.3,1,1003.2,1004.5,0.0,25.7,19.7,14.0,13.0,14.0,56.0,31.0,19.0,0.0,0,15.2,-20.0,-1.2999999999999545,1,Summer
22.0,44.0,2.0,23.9,9.6,1,1013.1,1014.4,0.0,22.1,14.9,11.0,15.0,13.0,41.0,11.0,19.0,0.0,0,14.299999999999999,-22.0,-1.2999999999999545,1,Summer
22.0,43.0,2.0,28.8,10.5,1,1014.8,1018.7,0.0,26.5,17.1,0.0,10.0,10.0,26.0,7.000000000000002,11.0,0.0,0,18.3,-21.0,-3.900000000000091,1,Summer
12.0,41.0,2.0,34.6,12.3,1,1010.3,1015.1,0.0,33.9,20.7,7.0,10.0,14.0,37.0,17.0,6.0,0.0,0,22.3,-29.0,-4.800000000000068,1,Summer
9.0,41.0,2.0,35.8,12.9,1,1009.2,1012.6,0.0,34.4,22.4,7.0,1.0000000000000009,14.0,41.0,26.0,6.0,0.0,0,22.9,-32.0,-3.3999999999999773,1,Summer
8.000000000000007,33.0,2.0,37.9,13.7,1,1006.7,1010.9,0.0,36.8,23.1,14.0,9.0,13.0,52.0,26.0,3.9999999999999982,0.0,0,24.2,-24.999999999999993,-4.199999999999932,1,Summer
12.0,34.0,2.0,38.9,16.1,1,1002.7,1007.0,0.0,38.4,25.2,13.0,0.0,13.0,57.0,30.0,6.0,0.0,0,22.799999999999997,-22.0,-4.2999999999999545,1,Summer
15.0,43.0,2.0,28.3,14.0,1,1010.9,1011.9,0.0,27.6,17.9,15.0,13.0,13.0,48.0,24.0,17.0,0.0,0,14.3,-28.0,-1.0,1,Summer
16.0,38.0,2.0,28.4,12.5,1,1013.7,1017.8,0.0,26.6,17.2,8.0,10.0,4.0,37.0,9.0,20.0,0.0,0,15.899999999999999,-22.0,-4.099999999999909,1,Summer
24.0,36.0,2.0,30.8,17.0,1,1008.1,1013.4,0.0,29.3,20.2,0.0,5.0,4.0,37.0,11.0,15.0,0.0,0,13.8,-12.0,-5.2999999999999545,1,Summer
31.0,52.0,2.0,32.0,16.9,1,1006.8,1009.9,0.0,30.0,22.8,3.0,10.0,8.0,31.0,17.0,13.0,0.0,0,15.100000000000001,-21.0,-3.1000000000000227,1,Summer
16.0,48.0,2.0,34.7,17.3,1,1012.1,1014.1,0.0,33.2,24.2,15.0,9.0,12.0,35.0,15.0,7.0,0.0,0,17.400000000000002,-32.0,-2.0,1,Summer
19.0,51.0,2.0,37.7,17.2,1,1010.9,1015.7,0.0,35.7,24.3,7.0,9.0,6.0,35.0,17.0,7.0,0.0,0,20.500000000000004,-32.0,-4.800000000000068,1,Summer
8.000000000000007,40.0,2.0,43.0,17.4,1,1006.9,1011.6,0.0,41.5,25.6,11.0,10.0,7.0,39.0,17.0,7.0,0.0,0,25.6,-31.999999999999993,-4.7000000000000455,1,Summer
28.0,34.0,2.0,32.7,19.8,1,1009.2,1008.4,0.0,27.1,27.6,13.0,13.0,14.0,44.0,28.0,20.0,0.0,0,12.900000000000002,-6.0,0.8000000000000682,1,Summer
20.0,46.0,2.0,26.7,14.9,1,1012.7,1014.1,0.0,25.5,18.0,12.0,15.0,12.0,56.0,31.0,20.0,0.0,0,11.799999999999999,-26.0,-1.3999999999999773,1,Summer
16.0,35.0,2.0,28.4,10.5,1,1017.4,1019.7,0.0,25.8,16.0,12.0,9.0,9.0,33.0,11.0,19.0,0.0,0,17.9,-19.0,-2.300000000000068,1,Summer
17.0,34.0,2.0,32.2,11.3,1,1016.2,1019.7,0.0,30.5,20.9,11.0,1.0000000000000009,14.0,28.0,15.0,17.0,0.0,0,20.900000000000002,-17.0,-3.5,1,Summer
10.0,39.0,2.0,36.6,13.9,1,1010.6,1015.8,0.0,34.4,22.0,5.0,10.0,14.0,39.0,15.0,2.0000000000000018,0.0,0,22.700000000000003,-29.0,-5.199999999999932,1,Summer
21.000000000000004,36.0,2.0,39.9,18.6,1,1004.8,1010.1,0.0,37.7,26.8,14.0,10.0,6.0,61.0,20.0,9.0,0.0,0,21.299999999999997,-14.999999999999996,-5.300000000000068,1,Summer
17.0,48.0,2.0,38.1,19.3,1,1005.9,1009.6,0.8,36.1,27.3,15.0,4.0,6.0,61.0,17.0,15.0,0.0,0,18.8,-31.0,-3.7000000000000455,1,Summer
39.0,60.0,2.0,34.0,24.4,1,997.8,1005.3,0.6000000000000001,33.1,26.1,6.0,3.0,7.0,98.0,48.0,26.0,0.0,1,9.600000000000001,-21.0,-7.5,1,Summer
28.0,43.0,2.0,35.2,18.8,1,1003.9,1007.9,6.4,33.0,22.8,7.0,8.0,14.0,52.0,28.0,6.0,1.0,0,16.400000000000002,-15.0,-4.0,1,Summer
21.000000000000004,41.0,2.0,30.6,20.8,1,1007.6,1005.4,0.0,29.7,23.3,13.0,13.0,13.0,54.0,28.0,30.0,0.0,0,9.8,-19.999999999999996,2.2000000000000455,1,Summer
10.0,44.0,2.0,34.3,14.0,1,1014.6,1016.5,0.0,32.1,21.2,10.0,2.0,15.0,24.0,13.0,7.0,0.0,0,20.299999999999997,-34.0,-1.8999999999999773,1,Summer
12.0,48.0,2.0,38.4,15.7,1,1014.6,1017.7,0.0,36.5,23.4,15.0,10.0,8.0,33.0,7.000000000000002,7.0,0.0,0,22.7,-36.0,-3.1000000000000227,1,Summer
25.000000000000004,48.0,2.0,38.2,18.5,1,1014.1,1017.8,0.0,36.2,25.8,6.0,9.0,5.0,31.0,17.0,9.0,0.0,0,19.700000000000003,-22.999999999999996,-3.699999999999932,1,Summer
15.0,45.0,2.0,40.7,20.4,1,1011.6,1014.9,0.0,39.2,28.2,5.0,0.0,3.0,37.0,13.0,7.0,0.0,0,20.300000000000004,-30.0,-3.2999999999999545,1,Summer
13.0,38.0,2.0,41.5,21.8,1,1011.8,1015.7,0.0,40.1,29.0,8.0,2.0,12.0,24.0,11.0,6.0,0.0,0,19.7,-25.0,-3.900000000000091,1,Summer
11.0,37.0,2.0,42.9,22.3,1,1010.2,1014.6,0.0,41.2,29.2,9.0,2.0,5.0,28.0,11.0,9.0,0.0,0,20.599999999999998,-26.0,-4.399999999999977,1,Summer
11.0,33.0,2.0,42.7,22.0,1,1010.5,1014.2,0.0,42.0,29.9,12.0,2.0,2.0,48.0,4.0,3.9999999999999982,0.0,0,20.700000000000003,-22.0,-3.7000000000000455,1,Summer
9.0,27.0,2.0,43.1,28.0,2,1008.7,1012.5,0.0,41.9,32.4,0.0,9.0,12.0,83.0,9.0,15.0,0.0,0,15.100000000000001,-18.0,-3.7999999999999545,1,Summer
21.000000000000004,32.0,2.0,38.3,24.4,2,1007.4,1011.7,0.20000000000000018,37.1,28.8,7.0,4.0,12.0,56.0,7.000000000000002,19.0,0.0,0,13.899999999999999,-10.999999999999996,-4.300000000000068,1,Summer
21.000000000000004,51.0,2.0,37.7,21.5,2,1005.7,1009.2,0.0,36.2,27.2,16.0,3.0,16.0,35.8,9.0,13.0,0.0,0,16.200000000000003,-29.999999999999996,-3.5,1,Summer
26.0,53.0,2.0,36.9,21.7,2,1004.7,1008.8,0.0,35.2,25.5,16.0,16.0,16.0,32.8,11.0,11.0,0.0,0,15.2,-27.0,-4.099999999999909,1,Summer
15.0,48.0,2.0,41.2,21.5,2,1002.6,1005.9,0.0,39.7,26.5,8.0,10.0,15.0,35.0,19.0,7.0,0.0,0,19.700000000000003,-33.0,-3.2999999999999545,1,Summer
8.000000000000007,39.0,2.0,42.2,23.5,2,1005.0,1008.0,0.0,41.6,28.7,13.0,9.0,13.0,37.0,15.0,6.0,0.0,0,18.700000000000003,-30.999999999999993,-3.0,1,Summer
11.0,36.0,2.0,44.8,22.3,2,1003.8,1008.2,0.0,43.4,29.6,7.0,9.0,6.0,59.0,33.0,9.0,0.0,0,22.499999999999996,-25.0,-4.400000000000091,1,Summer
19.0,20.0,2.0,40.2,28.3,2,1006.5,1007.0,0.0,38.5,34.5,13.0,3.0,7.0,52.0,22.0,9.0,0.0,0,11.900000000000002,-1.0,-0.5,1,Summer
31.0,66.0,2.0,31.2,18.4,2,1007.8,1009.3,0.3999999999999999,29.4,18.7,15.0,12.0,9.0,37.0,11.0,7.0,0.0,0,12.8,-35.0,-1.5,1,Summer
30.0,50.0,2.0,27.3,14.9,2,1008.5,1011.6,0.0,25.8,17.4,9.0,10.0,10.0,41.0,13.0,20.0,0.0,0,12.4,-20.0,-3.1000000000000227,1,Summer
24.0,45.0,2.0,26.7,13.5,2,1011.1,1012.8,0.0,24.9,16.7,0.0,10.0,10.0,46.0,11.0,19.0,0.0,0,13.2,-21.0,-1.6999999999999318,1,Summer
69.0,58.0,2.0,21.6,16.1,2,1017.3,1017.0,0.0,17.3,17.0,4.0,10.0,9.0,46.0,15.0,11.0,0.0,1,5.5,11.0,0.2999999999999545,1,Summer
21.000000000000004,41.0,2.0,29.0,14.6,2,1019.7,1023.3,3.0,27.6,18.0,10.0,9.0,10.0,41.0,24.0,26.0,1.0,0,14.4,-19.999999999999996,-3.599999999999909,1,Summer
18.0,37.0,2.0,29.2,12.4,2,1016.4,1022.5,0.0,28.5,18.3,16.0,8.0,4.0,39.0,0.0,7.0,0.0,0,16.799999999999997,-19.0,-6.100000000000023,1,Summer
23.0,50.0,2.0,31.3,13.3,2,1012.8,1016.2,0.0,29.2,19.2,11.0,10.0,5.0,41.0,15.0,7.0,0.0,0,18.0,-27.0,-3.400000000000091,1,Summer
22.0,43.0,2.0,31.1,17.2,2,1013.8,1017.7,0.0,29.5,21.4,2.0,9.0,0.0,35.0,11.0,17.0,0.0,0,13.900000000000002,-21.0,-3.900000000000091,1,Summer
17.0,46.0,2.0,28.8,12.5,2,1013.5,1017.2,0.0,27.0,18.0,1.0,10.0,3.0,31.0,11.0,7.0,0.0,0,16.3,-29.0,-3.7000000000000455,1,Summer
22.0,44.0,2.0,32.0,18.0,2,1007.5,1012.4,0.0,30.7,22.1,12.0,1.0000000000000009,7.0,31.0,13.0,3.9999999999999982,0.0,0,14.0,-22.0,-4.899999999999977,1,Summer
16.0,53.0,2.0,34.0,16.2,2,1004.5,1007.8,0.0,32.7,21.0,15.0,9.0,15.0,48.0,22.0,3.9999999999999982,0.0,0,17.8,-37.0,-3.2999999999999545,1,Summer
39.0,45.0,2.0,29.1,18.7,2,1010.8,1010.1,0.0,26.8,21.5,10.0,6.0,11.0,41.0,17.0,7.0,0.0,0,10.400000000000002,-6.0,0.6999999999999318,1,Summer
19.0,63.0,2.0,31.7,13.7,2,1010.4,1012.5,0.0,29.8,19.3,8.0,10.0,10.0,28.0,9.0,2.0000000000000018,0.0,0,18.0,-44.0,-2.1000000000000227,1,Summer
23.0,49.0,2.0,33.2,15.5,2,1012.4,1015.6,0.0,31.3,20.9,14.0,8.0,7.0,31.0,15.0,11.0,0.0,0,17.700000000000003,-26.0,-3.2000000000000455,1,Summer
10.0,48.0,2.0,34.0,14.3,2,1009.2,1013.0,0.0,33.4,20.7,7.0,9.0,7.0,70.0,22.0,6.0,0.0,0,19.7,-38.0,-3.7999999999999545,1,Summer
14.0,54.0,2.0,29.6,12.9,2,1012.7,1014.0,0.0,28.6,18.7,14.0,12.0,14.0,46.0,24.0,7.0,0.0,0,16.700000000000003,-40.0,-1.2999999999999545,1,Summer
16.0,49.0,2.0,31.9,8.9,2,1013.4,1016.6,0.0,29.3,15.0,15.0,16.0,14.0,43.0,17.0,0.0,0.0,0,23.0,-33.0,-3.2000000000000455,1,Summer
19.0,43.0,2.0,32.7,15.0,2,1015.0,1017.8,0.0,30.5,20.7,8.0,2.0,2.0,26.0,2.0,15.0,0.0,0,17.700000000000003,-24.0,-2.7999999999999545,1,Summer
25.000000000000004,53.0,2.0,32.6,15.4,2,1012.6,1016.2,0.0,30.8,20.0,8.0,16.0,13.0,24.0,6.0,0.0,0.0,0,17.200000000000003,-27.999999999999996,-3.6000000000000227,1,Summer
14.0,44.0,2.0,34.5,16.0,2,1004.6,1007.5,0.0,33.6,22.2,16.0,0.0,15.0,44.0,23.4,6.0,0.0,0,18.5,-30.0,-2.8999999999999773,1,Summer
27.0,53.0,2.0,30.3,12.8,3,1008.7,1010.5,0.0,28.1,17.3,15.0,13.0,13.0,30.0,13.0,3.9999999999999982,0.0,0,17.5,-26.0,-1.7999999999999545,2,Autumn
25.000000000000004,53.0,2.0,31.9,13.2,3,1011.6,1014.1,0.0,29.8,18.0,1.0,8.0,6.0,35.0,9.0,6.0,0.0,0,18.7,-27.999999999999996,-2.5,2,Autumn
35.0,58.0,2.0,31.1,18.0,3,1009.0,1014.7,0.0,29.2,23.0,5.0,4.0,14.0,52.0,26.0,15.0,0.0,0,13.100000000000001,-23.0,-5.7000000000000455,2,Autumn
26.0,57.0,2.0,22.1,13.8,3,1013.1,1014.5,0.20000000000000018,21.9,15.6,14.0,13.0,14.0,57.0,33.0,26.0,0.0,0,8.3,-31.0,-1.3999999999999773,2,Autumn
33.0,60.0,2.0,22.0,11.5,3,1011.8,1013.7,0.0,21.4,13.9,13.0,15.0,12.0,50.0,33.0,19.0,0.0,0,10.5,-27.0,-1.900000000000091,2,Autumn
23.0,52.0,2.0,24.0,7.6,3,1012.0,1014.5,0.0,22.0,12.6,14.0,16.0,15.0,30.0,13.0,0.0,0.0,0,16.4,-29.0,-2.5,2,Autumn
22.0,58.0,2.0,27.9,8.3,3,1012.4,1015.2,0.0,27.0,13.3,13.0,8.0,13.0,37.0,20.0,3.9999999999999982,0.0,0,19.599999999999998,-36.0,-2.800000000000068,2,Autumn
20.0,54.0,2.0,30.2,11.0,3,1014.7,1017.0,0.0,28.8,17.6,10.0,0.0,10.0,24.0,11.0,7.0,0.0,0,19.2,-34.0,-2.2999999999999545,2,Autumn
28.0,49.0,2.0,31.8,13.8,3,1015.9,1019.7,0.0,30.5,18.6,4.0,10.0,5.0,24.0,17.0,6.0,0.0,0,18.0,-21.0,-3.800000000000068,2,Autumn
25.000000000000004,51.0,2.0,32.0,15.5,3,1016.2,1019.5,0.0,30.8,20.1,0.0,2.0,4.0,50.0,4.0,2.0000000000000018,0.0,1,16.5,-25.999999999999996,-3.2999999999999545,2,Autumn
23.0,57.0,2.0,30.5,18.4,3,1018.0,1021.3,1.2,29.6,21.5,3.0,4.0,4.0,44.0,19.0,15.0,1.0,0,12.100000000000001,-34.0,-3.2999999999999545,2,Autumn
90.0,52.0,2.0,25.7,20.9,3,1018.9,1019.5,0.0,18.8,22.2,8.0,1.0000000000000009,13.0,37.0,9.0,11.0,0.0,1,4.800000000000001,38.0,-0.6000000000000227,2,Autumn
68.0,82.0,2.0,25.8,17.1,3,1014.7,1017.4,5.8,23.8,19.0,8.0,16.0,1.0,31.0,13.0,0.0,1.0,1,8.7,-14.0,-2.699999999999932,2,Autumn
74.0,82.0,2.0,27.0,16.4,3,1008.0,1012.7,3.0,19.7,19.9,3.0,0.0,12.0,69.0,22.0,9.0,1.0,1,10.600000000000001,-8.0,-4.7000000000000455,2,Autumn
41.0,62.0,2.0,19.7,10.0,3,1012.0,1013.4,11.599999999999998,18.3,12.7,7.0,13.0,14.0,39.0,17.0,11.0,1.0,0,9.7,-21.0,-1.3999999999999773,2,Autumn
34.0,78.0,2.0,21.9,8.8,3,1011.6,1013.3,0.0,20.5,12.2,14.0,8.0,13.0,39.0,20.0,2.0000000000000018,0.0,0,13.099999999999998,-44.0,-1.6999999999999318,2,Autumn
34.0,78.0,2.0,25.3,8.4,3,1013.2,1015.6,0.0,23.9,12.1,15.0,10.0,14.0,35.0,17.0,9.0,0.0,0,16.9,-44.0,-2.3999999999999773,2,Autumn
19.0,76.0,2.0,28.0,9.3,3,1013.9,1017.4,0.0,27.2,14.7,7.0,10.0,7.0,52.0,11.0,6.0,0.0,0,18.7,-57.0,-3.5,2,Autumn
15.0,56.0,2.0,30.1,11.3,3,1013.6,1016.3,0.0,29.3,14.7,12.0,8.0,15.0,24.0,7.000000000000002,6.0,0.0,0,18.8,-41.0,-2.699999999999932,2,Autumn
13.0,50.0,2.0,33.5,11.5,3,1013.6,1016.5,0.0,32.6,17.4,3.0,4.0,10.0,22.0,7.000000000000002,7.0,0.0,0,22.0,-37.0,-2.8999999999999773,2,Autumn
17.0,47.0,2.0,33.6,13.8,3,1013.1,1017.0,0.0,33.5,18.8,5.0,16.0,6.0,28.0,11.0,0.0,0.0,0,19.8,-30.0,-3.8999999999999773,2,Autumn
30.0,56.0,2.0,30.0,14.6,3,1012.7,1014.8,0.0,29.0,18.1,5.0,0.0,4.0,37.0,19.0,3.9999999999999982,0.0,0,15.4,-26.0,-2.099999999999909,2,Autumn
25.000000000000004,63.0,2.0,31.6,14.4,3,1011.8,1013.7,0.0,31.4,18.8,14.0,16.0,7.0,37.0,24.0,0.0,0.0,0,17.200000000000003,-38.0,-1.900000000000091,2,Autumn
20.0,62.0,2.0,31.9,10.8,3,1014.4,1016.5,0.0,30.7,15.4,14.0,10.0,8.0,48.0,20.0,6.0,0.0,0,21.099999999999998,-42.0,-2.1000000000000227,2,Autumn
78.0,69.0,2.0,22.3,15.4,3,1019.2,1017.4,0.3999999999999999,19.6,18.3,10.0,10.0,1.0,30.0,9.0,11.0,0.0,1,6.9,9.0,1.8000000000000682,2,Autumn
26.0,87.0,2.0,29.8,13.3,3,1017.2,1019.1,1.8,29.2,16.2,14.0,16.0,15.0,33.0,20.0,0.0,1.0,0,16.5,-61.0,-1.8999999999999773,2,Autumn
30.0,63.0,2.0,27.6,10.1,3,1020.7,1023.0,0.0,26.8,16.5,13.0,16.0,14.0,43.0,11.0,0.0,0.0,0,17.5,-33.0,-2.2999999999999545,2,Autumn
26.0,60.0,2.0,28.9,9.1,3,1020.6,1023.8,0.0,27.7,14.0,3.0,3.0,6.0,24.0,17.0,2.0000000000000018,0.0,0,19.799999999999997,-34.0,-3.199999999999932,2,Autumn
18.0,60.0,2.0,31.2,10.4,3,1019.1,1022.4,0.0,29.9,16.0,9.0,16.0,8.0,22.0,6.0,0.0,0.0,0,20.799999999999997,-42.0,-3.2999999999999545,2,Autumn
16.0,57.0,2.0,30.4,13.4,3,1019.5,1023.0,0.0,29.2,17.2,9.0,16.0,1.0,22.0,9.0,0.0,0.0,0,17.0,-41.0,-3.5,2,Autumn
25.000000000000004,61.0,2.0,29.9,12.3,3,1019.5,1023.2,0.0,28.6,17.1,11.0,8.0,15.0,26.0,13.0,2.0000000000000018,0.0,0,17.599999999999998,-36.0,-3.7000000000000455,2,Autumn
22.0,59.0,2.0,30.6,12.2,4,1019.4,1022.6,0.0,29.5,16.6,1.0,16.0,9.0,22.0,6.0,0.0,0.0,0,18.400000000000002,-37.0,-3.2000000000000455,2,Autumn
30.0,59.0,2.0,32.1,14.3,4,1018.4,1022.6,0.0,30.9,18.4,1.0,16.0,4.0,28.0,11.0,0.0,0.0,1,17.8,-29.0,-4.2000000000000455,2,Autumn
49.0,92.0,2.0,28.1,18.4,4,1012.9,1018.8,8.6,27.4,19.0,5.0,0.0,13.0,98.0,17.0,7.0,1.0,1,9.700000000000003,-43.0,-5.899999999999977,2,Autumn
33.0,60.0,2.0,21.4,10.7,4,1019.3,1019.8,12.599999999999998,20.3,13.9,15.0,16.0,13.0,43.0,13.0,0.0,1.0,0,10.7,-27.0,-0.5,2,Autumn
37.0,72.0,2.0,21.7,7.8,4,1016.5,1020.4,0.0,21.2,12.9,7.0,0.0,15.0,31.0,19.0,6.0,0.0,0,13.899999999999999,-35.0,-3.8999999999999773,2,Autumn
20.0,58.0,2.0,21.4,8.1,4,1019.6,1021.8,0.0,20.9,13.8,15.0,10.0,13.0,35.0,19.0,13.0,0.0,0,13.299999999999999,-38.0,-2.199999999999932,2,Autumn
27.0,55.0,2.0,22.5,7.5,4,1023.5,1026.7,0.0,21.6,13.3,8.0,8.0,9.0,28.0,7.000000000000002,7.0,0.0,0,15.0,-28.0,-3.2000000000000455,2,Autumn
30.0,60.0,2.0,24.0,8.2,4,1023.4,1027.1,0.0,23.5,13.8,10.0,10.0,10.0,17.0,13.0,7.0,0.0,0,15.8,-30.0,-3.699999999999932,2,Autumn
27.0,67.0,2.0,25.7,8.1,4,1019.6,1024.2,0.0,25.0,15.1,8.0,2.0,1.0,22.0,13.0,9.0,0.0,0,17.6,-40.0,-4.600000000000023,2,Autumn
42.0,59.0,2.0,26.7,11.6,4,1017.7,1021.5,0.0,24.3,16.4,4.0,9.0,13.0,48.0,11.0,6.0,0.0,1,15.1,-17.0,-3.7999999999999545,2,Autumn
47.0,75.0,2.0,24.9,13.0,4,1020.3,1024.4,8.4,24.4,18.0,0.0,8.0,13.0,46.0,11.0,6.0,1.0,1,11.899999999999999,-28.0,-4.100000000000136,2,Autumn
52.0,88.0,2.0,24.2,13.5,4,1020.8,1024.1,6.2,23.1,15.4,9.0,16.0,15.0,20.0,6.0,0.0,1.0,0,10.7,-36.0,-3.2999999999999545,2,Autumn
35.0,65.0,2.0,25.4,9.9,4,1018.7,1023.0,0.0,25.0,16.1,11.0,1.0000000000000009,5.0,19.0,7.000000000000002,3.9999999999999982,0.0,0,15.499999999999998,-30.0,-4.2999999999999545,2,Autumn
